Species,NCBI Taxon ID,Order,Family,Genus,cytoplasm
Venezuelan equine encephalitis virus,11036,Martellivirales,Togaviridae,Alphavirus,1
Vespucci virus,2707279,,,,2
Virginian WCV avipoxvirus,365612,Chitovirales,Poxviridae,Avipoxvirus,1
Vultur gryphus poxvirus,227305,Chitovirales,Poxviridae,Avipoxvirus,1
Vulture herpesvirus,285986,Herpesvirales,Orthoherpesviridae,,0
Waterbird gammacoronavirus 1,2992309,Nidovirales,Coronaviridae,Gammacoronavirus,1
Waterwitch virus,2776963,Picornavirales,Picornaviridae,,1
Weivirus-like virus sp.,2715103,,,,2
Wendell virus,2707281,,,,2
Western equine encephalitis virus,11039,Martellivirales,Togaviridae,Alphavirus,1
Western jackdaw circovirus,39725,Cirlivirales,Circoviridae,,0
Whistler virus,2776964,Picornavirales,Picornaviridae,,1
White-eye coronavirus HKU16,1159907,Nidovirales,Coronaviridae,Deltacoronavirus,1
White-rumped seedeater circovirus,39725,Cirlivirales,Circoviridae,,0
WigFec circovirus 1,2873951,Cirlivirales,Circoviridae,,0
WigFec circovirus 2,2873952,Cirlivirales,Circoviridae,,0
Wigeon coronavirus HKU20,1159908,Nidovirales,Coronaviridae,Deltacoronavirus,1
Wigfec virus K19_221,2986020,,,,2
Wigfec virus K19_227,2985990,,,,2
Wigfec virus K19_259,2986021,,,,2
Wigfec virus K19_292,2986006,,,,2
Wigfec virus K19_327,2986022,,,,2
Wigfec virus K19_346,2986007,,,,2
Wigfec virus K19_385,2986008,,,,2
Wigfec virus K19_426,2985991,,,,2
Wigfec virus K19_432,2985992,,,,2
Wigfec virus K19_435,2986034,Geplafuvirales,Genomoviridae,Gemykibivirus,0
Wigfec virus K19_443,2986023,,,,2
Wigfec virus K19_448,2986028,,,,2
Wigfec virus K19_450,2985993,,,,2
Wigfec virus K19_454,2986029,,,,2
Wigfec virus K19_467,2986035,Geplafuvirales,Genomoviridae,Gemytondvirus,0
Wigfec virus K19_469,2986033,Geplafuvirales,Genomoviridae,Gemyduguivirus,0
Wigfec virus K19_482,2986032,Geplafuvirales,Genomoviridae,Gemycircularvirus,0
Wigfec virus K19_484,2985994,,,,2
Wigfec virus K19_486,2985995,,,,2
Wigfec virus K19_493,2986024,,,,2
Wigfec virus K19_494,2985996,,,,2
Wigfec virus K19_511,2985997,,,,2
Wigfec virus K19_513,2986030,,,,2
Wigfec virus K19_521,2985998,,,,2
Wigfec virus K19_525,2986009,,,,2
Wigfec virus K19_526,2986025,,,,2
Wigfec virus K19_545,2985999,,,,2
Wigfec virus K19_555,2986010,,,,2
Wigfec virus K19_558,2986011,,,,2
Wigfec virus K19_561,2986012,,,,2
Wigfec virus K19_562,2986000,,,,2
Wigfec virus K19_571,2986013,,,,2
Wigfec virus K19_576,2986026,,,,2
Wigfec virus K19_588,2986001,,,,2
Wigfec virus K19_593,2986014,,,,2
Wigfec virus K19_598,2986002,,,,2
Wigfec virus K19_600,2986015,,,,2
Wigfec virus K19_605,2986003,,,,2
Wigfec virus K19_615,2986027,,,,2
Wigfec virus K19_623,2986004,,,,2
Wigfec virus K19_645,2986016,,,,2
Wigfec virus K19_654,2986017,,,,2
Wigfec virus K19_658,2986005,,,,2
Wigfec virus K19_668,2986018,,,,2
Wigfec virus K19_691,2986019,,,,2
Wilkes virus,2707282,,,,2
Wood duck chaphamaparvovirus,2759604,Piccovirales,Parvoviridae,Chaphamaparvovirus,0
Wood duck megrivirus,2759414,Picornavirales,Picornaviridae,Megrivirus,1
Wood pigeon astrovirus,928292,Stellavirales,Astroviridae,,1
Yaounde-like virus Ave-Ghana/2007,1082545,Amarillovirales,Flaviviridae,Orthoflavivirus,0
Yellow-eyed penguin gyrovirus,3021812,,Anelloviridae,Gyrovirus,0
Yellow-eyed penguin megrivirus,3085107,Picornavirales,Picornaviridae,Megrivirus,1
Yellow-eyed penguin picornavirus,3085108,Picornavirales,Picornaviridae,,1
Yellow-fronted canary circovirus,142661,Cirlivirales,Circoviridae,Circovirus,0
Zebra finch hepacivirus 1,3004181,Amarillovirales,Flaviviridae,Hepacivirus,1
Zebra finch hepacivirus 2,3004182,Amarillovirales,Flaviviridae,Hepacivirus,1
Zingilamo virus,2983543,Martellivirales,Togaviridae,,1
Zoothera dauma adenovirus,3073259,Rowavirales,Adenoviridae,,0
bar-headed goose anativirus,3155980,Picornavirales,Picornaviridae,Anativirus,1
bar-headed goose hepatovirus,3155981,Picornavirales,Picornaviridae,Hepatovirus,1
bar-headed goose megrivirus,3155982,Picornavirales,Picornaviridae,Megrivirus,1
black-headed gull deltacoronavirus,3031139,Nidovirales,Coronaviridae,Deltacoronavirus,1
common gull deltacoronavirus,3031140,Nidovirales,Coronaviridae,Deltacoronavirus,1
common gull gammacoronavirus,3031141,Nidovirales,Coronaviridae,Gammacoronavirus,1
cormorant polyomavirus 1,2896467,Sepolyvirales,Polyomaviridae,Gammapolyomavirus,0
crane CRESS-DNA virus,2878718,Geplafuvirales,Genomoviridae,,0
d'Urville virus,2707283,,,,2
de Castilla virus,2707284,,,,2
de Gerlache virus,2707285,,,,2
de Kerguelen virus,2707286,,,,2
de Lozier virus,2707287,,,,2
de Nodal virus,2707288,,,,2
duck egg-reducing syndrome virus,2987487,Picornavirales,Picornaviridae,Avihepatovirus,1
egret CRESS-DNA virus,2878719,Geplafuvirales,Genomoviridae,,0
finch CRESS-DNA virus,2878720,Geplafuvirales,Genomoviridae,,0
kestrel polyomavirus 1,3074466,Sepolyvirales,Polyomaviridae,Gammapolyomavirus,0
la Roche virus,2707289,,,,2
le Maire virus,2707290,,,,2
psittacine adenovirus 10,2875245,Rowavirales,Adenoviridae,Atadenovirus,0
psittacine adenovirus 8,2875246,Rowavirales,Adenoviridae,Aviadenovirus,0
psittacine adenovirus 9,2875244,Rowavirales,Adenoviridae,Atadenovirus,0
robinz virus RP_1123,2886404,Cirlivirales,Circoviridae,Cyclovirus,0
robinz virus RP_1124,2886405,Cirlivirales,Circoviridae,Cyclovirus,0
robinz virus RP_116,2886413,Geplafuvirales,Genomoviridae,Gemykibivirus,0
robinz virus RP_1170,2886406,Cirlivirales,Circoviridae,Cyclovirus,0
robinz virus RP_199,2886414,Geplafuvirales,Genomoviridae,Gemykibivirus,0
robinz virus RP_212,2886418,,,,2
robinz virus RP_244,2886422,,,,2
robinz virus RP_258,2886419,,,,2
robinz virus RP_259,2886397,Cirlivirales,Circoviridae,Cyclovirus,0
robinz virus RP_326,2886415,Geplafuvirales,Genomoviridae,Gemykibivirus,0
robinz virus RP_327,2886423,,,,2
robinz virus RP_334,2886424,,,,2
robinz virus RP_340,2886425,,,,2
robinz virus RP_369,2886408,Geplafuvirales,Genomoviridae,Gemycircularvirus,0
robinz virus RP_377,2886416,Geplafuvirales,Genomoviridae,Gemykibivirus,0
robinz virus RP_380,2886409,Geplafuvirales,Genomoviridae,Gemycircularvirus,0
robinz virus RP_382,2886420,,,,2
robinz virus RP_384,2886410,Geplafuvirales,Genomoviridae,Gemycircularvirus,0
robinz virus RP_385,2886411,Geplafuvirales,Genomoviridae,Gemycircularvirus,0
robinz virus RP_386,2886430,Geplafuvirales,Genomoviridae,Gemykibivirus,0
robinz virus RP_389,2886421,,,,2
robinz virus RP_390,2886417,Geplafuvirales,Genomoviridae,Gemykroznavirus,0
robinz virus RP_393,2886412,Geplafuvirales,Genomoviridae,Gemycircularvirus,0
robinz virus RP_404,2886426,,,,2
robinz virus RP_428,2886427,,,,2
robinz virus RP_429,2886428,,,,2
robinz virus RP_493,2886398,Cirlivirales,Circoviridae,Cyclovirus,0
robinz virus RP_513,2886429,,,,2
robinz virus RP_526,2886399,Cirlivirales,Circoviridae,Cyclovirus,0
robinz virus RP_584,2886400,Cirlivirales,Circoviridae,Cyclovirus,0
robinz virus RP_620,2886401,Cirlivirales,Circoviridae,Cyclovirus,0
robinz virus RP_736,2886402,Cirlivirales,Circoviridae,Cyclovirus,0
robinz virus RP_954,2886403,Cirlivirales,Circoviridae,Cyclovirus,0
robinz virus RP_99,2886407,Geplafuvirales,Genomoviridae,Gemycircularvirus,0
shorebird astrovirus,1344564,Stellavirales,Astroviridae,,1
shorebird coronavirus,1344565,Nidovirales,Coronaviridae,,1
south polar skua adenovirus-6,886985,Rowavirales,Adenoviridae,Siadenovirus,0
ssDNA virus sp.,2593122,,,,2
tawny owl-associated circovirus,2945983,Cirlivirales,Circoviridae,Circovirus,0
trumpeter swan calicivirus,2992313,Picornavirales,Caliciviridae,,1
unclassified avian avulavirus strain musk lorikeet/Melbourne/ML22-141263/2014,2115844,Mononegavirales,Paramyxoviridae,,1
unidentified Avipoxvirus,1856564,Chitovirales,Poxviridae,Avipoxvirus,1
unidentified adenovirus,10535,Rowavirales,Adenoviridae,Mastadenovirus,0
unidentified influenza virus,11309,Articulavirales,Orthomyxoviridae,,0
,Not found,,,,2
